Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2320,41,Female,Belt,Accessories,36,North Carolina,M,Blue,Summer,2.8,No,2-Day Shipping,No,No,6,Debit Card,Quarterly
2321,42,Male,Sandals,Footwear,62,North Dakota,L,Olive,Spring,3.4,No,Store Pickup,No,No,3,Cash,Every 3 Months
2322,47,Male,Sunglasses,Accessories,51,Illinois,L,Blue,Fall,4.6,No,Express,No,No,9,Bank Transfer,Quarterly
2323,57,Male,Gloves,Accessories,69,Missouri,M,Magenta,Spring,3.2,No,Express,Yes,Yes,21,Debit Card,Monthly
2324,22,Male,Hat,Accessories,61,Massachusetts,L,Violet,Winter,4.8,No,Standard,No,No,29,Credit Card,Monthly
2325,55,Male,Sunglasses,Accessories,88,Connecticut,L,Brown,Spring,2.4,Yes,2-Day Shipping,No,No,3,Cash,Annually
2326,44,Female,Belt,Accessories,48,New Mexico,XL,Gold,Spring,4.4,Yes,2-Day Shipping,No,No,21,Venmo,Monthly
2327,28,Male,Sunglasses,Accessories,52,Maine,M,Red,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,5,PayPal,Every 3 Months
2328,18,Male,Hoodie,Clothing,63,Massachusetts,M,Violet,Summer,3.6,No,Standard,Yes,Yes,35,Venmo,Monthly
2329,42,Female,T-shirt,Clothing,56,New Jersey,M,White,Fall,3.8,No,Free Shipping,Yes,Yes,10,PayPal,Every 3 Months
2330,66,Male,Dress,Clothing,43,Alaska,L,Brown,Fall,3.5,No,Next Day Air,No,No,24,Venmo,Fortnightly
2331,69,Female,Backpack,Accessories,63,Washington,M,Cyan,Fall,3.6,No,Standard,No,No,10,Venmo,Annually
2332,49,Male,Backpack,Accessories,49,Idaho,XL,Yellow,Fall,2.9,No,Next Day Air,No,No,32,Debit Card,Quarterly
2333,70,Female,T-shirt,Clothing,65,North Dakota,M,Maroon,Winter,4.5,No,Express,No,No,15,Credit Card,Annually
2334,43,Male,Skirt,Clothing,37,Rhode Island,XL,Teal,Fall,3.0,Yes,Free Shipping,No,No,10,Debit Card,Annually
2335,58,Male,Sneakers,Footwear,55,Delaware,M,Beige,Spring,2.9,No,Express,No,No,1,Venmo,Quarterly
2336,37,Female,Jeans,Clothing,61,Illinois,S,Blue,Summer,3.6,No,Free Shipping,No,No,14,Credit Card,Every 3 Months
2337,36,Female,Sneakers,Footwear,63,Massachusetts,M,Cyan,Fall,3.2,No,Next Day Air,No,No,29,Bank Transfer,Monthly
2338,34,Male,Blouse,Clothing,69,South Dakota,L,Blue,Summer,4.2,No,Next Day Air,No,No,8,PayPal,Every 3 Months
2339,18,Female,Pants,Clothing,54,New York,L,Violet,Winter,3.4,No,Free Shipping,Yes,Yes,21,Bank Transfer,Bi-Weekly
2340,63,Male,Shorts,Clothing,65,Mississippi,M,Teal,Summer,3.7,No,Standard,No,No,9,Cash,Every 3 Months
2341,34,Male,Pants,Clothing,57,Texas,S,Indigo,Summer,3.8,No,Next Day Air,Yes,Yes,7,Venmo,Annually
2342,32,Male,Blouse,Clothing,70,Mississippi,XL,Black,Summer,4.3,No,Store Pickup,No,No,4,Credit Card,Quarterly
2343,26,Female,Shirt,Clothing,33,Vermont,M,Blue,Fall,3.4,No,Store Pickup,No,No,13,Debit Card,Quarterly
2344,41,Male,Shorts,Clothing,22,Rhode Island,M,Gold,Fall,2.7,Yes,Express,No,No,14,Debit Card,Annually
2345,70,Female,Blouse,Clothing,78,Florida,XL,Red,Summer,3.2,No,Express,Yes,Yes,27,Cash,Monthly
2346,70,Male,Boots,Footwear,57,Maryland,S,Teal,Spring,4.3,Yes,Next Day Air,No,No,7,Bank Transfer,Quarterly
2347,19,Female,Skirt,Clothing,31,Alaska,S,Olive,Spring,3.9,No,Express,Yes,Yes,27,Bank Transfer,Fortnightly
2348,39,Female,T-shirt,Clothing,55,Idaho,M,Violet,Summer,3.5,No,2-Day Shipping,No,No,2,PayPal,Every 3 Months
2349,28,Male,Hoodie,Clothing,50,Alaska,L,White,Winter,3.7,No,Standard,Yes,Yes,3,Venmo,Every 3 Months
2350,59,Male,Coat,Outerwear,74,Colorado,M,Silver,Winter,3.4,No,2-Day Shipping,No,No,11,Debit Card,Every 3 Months
2351,48,Male,Boots,Footwear,74,Alabama,XL,Black,Fall,4.1,Yes,Store Pickup,No,No,2,Debit Card,Quarterly
2352,34,Female,Coat,Outerwear,61,North Dakota,M,Violet,Fall,3.8,No,2-Day Shipping,Yes,Yes,7,PayPal,Annually
2353,45,Male,Boots,Footwear,75,Massachusetts,XL,Violet,Fall,3.5,No,Next Day Air,No,No,19,Debit Card,Monthly
2354,37,Male,Pants,Clothing,39,Mississippi,S,Olive,Spring,4.3,No,Store Pickup,No,No,7,Cash,Annually
2355,68,Male,Belt,Accessories,20,Rhode Island,S,Orange,Summer,4.5,No,Free Shipping,No,No,23,PayPal,Monthly
2356,52,Female,Dress,Clothing,66,South Dakota,M,Silver,Winter,3.1,Yes,Free Shipping,No,No,13,Credit Card,Monthly
2357,54,Male,Sandals,Footwear,56,Nebraska,S,Orange,Fall,3.1,No,Next Day Air,No,No,13,PayPal,Monthly
2358,18,Male,Sweater,Clothing,34,Minnesota,M,Green,Spring,5.0,Yes,Express,Yes,Yes,7,Credit Card,Quarterly
2359,43,Female,Sweater,Clothing,68,North Carolina,L,Purple,Spring,4.1,No,Free Shipping,No,No,20,Credit Card,Quarterly
2360,70,Male,Boots,Footwear,33,Massachusetts,L,Silver,Winter,4.7,No,2-Day Shipping,No,No,15,Bank Transfer,Annually
2361,64,Female,Shoes,Footwear,64,Minnesota,L,Brown,Winter,4.2,Yes,Standard,No,No,19,Credit Card,Monthly
2362,18,Male,Coat,Outerwear,80,Iowa,S,Pink,Spring,3.9,No,Express,No,No,4,Cash,Every 3 Months
2363,39,Male,Sweater,Clothing,62,Georgia,L,Charcoal,Summer,2.4,No,Express,No,No,14,Venmo,Every 3 Months
2364,26,Female,Blouse,Clothing,61,Georgia,M,Orange,Winter,3.0,No,Express,No,No,7,PayPal,Annually
2365,70,Female,Jeans,Clothing,50,North Carolina,L,Blue,Summer,4.1,No,2-Day Shipping,No,No,22,Cash,Monthly
2366,48,Female,Hoodie,Clothing,61,Tennessee,L,Yellow,Spring,3.2,No,Express,No,No,17,Credit Card,Fortnightly
2367,32,Male,Gloves,Accessories,65,Michigan,M,Pink,Summer,3.7,No,Free Shipping,No,No,15,Debit Card,Annually
2368,45,Male,Skirt,Clothing,48,California,M,Magenta,Summer,4.2,No,Store Pickup,No,No,10,Bank Transfer,Quarterly
2369,18,Male,Boots,Footwear,42,New Mexico,XL,Maroon,Summer,3.7,No,Next Day Air,No,No,24,Debit Card,Fortnightly
2370,28,Male,Shorts,Clothing,71,Virginia,M,Peach,Winter,3.9,No,Next Day Air,Yes,Yes,14,Cash,Annually
2371,45,Male,Jewelry,Accessories,87,Nebraska,L,Brown,Winter,4.6,No,Next Day Air,No,No,30,PayPal,Fortnightly
2372,57,Male,Shoes,Footwear,90,Alaska,XL,Maroon,Fall,4.5,Yes,Standard,Yes,Yes,30,Bank Transfer,Bi-Weekly
2373,18,Male,Sunglasses,Accessories,21,California,M,Purple,Spring,3.7,Yes,2-Day Shipping,No,No,19,Cash,Monthly
2374,38,Male,Socks,Clothing,78,Nebraska,M,Gold,Summer,4.5,No,Express,No,No,15,Debit Card,Annually
2375,59,Male,Hoodie,Clothing,48,Utah,M,Magenta,Spring,3.1,No,Express,Yes,Yes,23,Debit Card,Fortnightly
2376,22,Male,Blouse,Clothing,93,Arizona,L,Green,Spring,3.8,Yes,Store Pickup,No,No,10,Debit Card,Annually
2377,47,Female,Sunglasses,Accessories,40,Pennsylvania,M,Charcoal,Summer,4.1,No,Next Day Air,No,No,4,PayPal,Every 3 Months
2378,45,Female,Backpack,Accessories,45,Rhode Island,M,Yellow,Spring,3.7,Yes,Standard,Yes,Yes,26,Cash,Bi-Weekly
2379,70,Male,Hoodie,Clothing,57,Arizona,M,Orange,Fall,3.6,No,Next Day Air,Yes,Yes,17,Cash,Quarterly
2380,41,Female,Coat,Outerwear,62,Hawaii,XL,Indigo,Summer,2.9,No,Standard,No,No,9,Venmo,Quarterly
2381,41,Female,Backpack,Accessories,51,Alabama,XL,Green,Fall,3.7,No,2-Day Shipping,No,No,16,Cash,Bi-Weekly
2382,57,Male,Sneakers,Footwear,75,New Hampshire,M,Pink,Fall,2.7,No,Next Day Air,Yes,Yes,15,Bank Transfer,Annually
2383,24,Male,Pants,Clothing,84,Florida,XL,Blue,Winter,3.6,Yes,Store Pickup,No,No,13,Debit Card,Quarterly
2384,41,Male,Coat,Outerwear,53,Virginia,L,Orange,Summer,3.6,No,Next Day Air,No,No,25,PayPal,Quarterly
2385,37,Male,Shorts,Clothing,84,California,XL,Cyan,Spring,4.1,No,Standard,No,No,12,Bank Transfer,Annually
2386,42,Female,Shorts,Clothing,38,North Carolina,S,Violet,Winter,3.0,No,Express,No,No,18,Cash,Bi-Weekly
2387,57,Female,Sandals,Footwear,50,South Carolina,M,Silver,Summer,3.9,No,Standard,Yes,Yes,2,Venmo,Every 3 Months
2388,52,Male,Sandals,Footwear,100,Florida,L,Red,Winter,4.0,No,2-Day Shipping,No,No,5,Credit Card,Annually
2389,33,Female,Sunglasses,Accessories,69,Illinois,M,Brown,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,29,Venmo,Fortnightly
2390,46,Male,Hoodie,Clothing,47,South Carolina,M,Blue,Winter,4.0,No,Standard,No,No,28,Bank Transfer,Fortnightly
2391,66,Female,Shorts,Clothing,62,California,L,Magenta,Fall,3.9,No,Next Day Air,Yes,Yes,6,PayPal,Every 3 Months
2392,32,Female,Scarf,Accessories,68,Minnesota,L,Green,Fall,2.2,No,Standard,No,No,9,Venmo,Monthly
2393,46,Male,Boots,Footwear,65,Illinois,M,Red,Summer,3.1,No,Free Shipping,No,No,8,Venmo,Quarterly
2394,41,Male,T-shirt,Clothing,78,Alabama,M,Purple,Summer,5.0,No,Standard,Yes,Yes,17,Credit Card,Bi-Weekly
2395,43,Female,Jeans,Clothing,44,Minnesota,M,Indigo,Winter,4.1,No,2-Day Shipping,Yes,Yes,9,Cash,Annually
2396,20,Female,Jewelry,Accessories,47,Missouri,S,Charcoal,Fall,3.4,No,Standard,No,No,6,Cash,Monthly
2397,65,Male,Scarf,Accessories,49,Louisiana,M,Green,Spring,4.0,Yes,2-Day Shipping,No,No,13,Cash,Quarterly
2398,32,Male,T-shirt,Clothing,45,South Dakota,M,Maroon,Summer,4.1,No,Express,No,No,7,Cash,Every 3 Months
2399,59,Male,Backpack,Accessories,64,California,L,Gold,Winter,4.7,Yes,Store Pickup,Yes,Yes,9,Bank Transfer,Monthly
2400,35,Female,Jacket,Outerwear,51,Michigan,M,Gray,Spring,3.4,No,Next Day Air,No,No,11,Bank Transfer,Quarterly
2401,35,Female,Jeans,Clothing,63,Georgia,M,Gold,Summer,3.3,No,2-Day Shipping,No,No,7,Bank Transfer,Quarterly
2402,62,Female,Scarf,Accessories,73,Pennsylvania,L,Black,Winter,3.5,Yes,Free Shipping,Yes,Yes,18,Cash,Fortnightly
2403,59,Female,Handbag,Accessories,37,Nevada,S,Peach,Summer,3.4,No,Express,Yes,Yes,20,Venmo,Quarterly
2404,47,Female,Backpack,Accessories,47,Oklahoma,M,Yellow,Fall,3.4,No,Next Day Air,Yes,Yes,9,PayPal,Annually
2405,55,Female,Boots,Footwear,52,Colorado,M,White,Winter,3.8,No,2-Day Shipping,No,No,5,PayPal,Annually
2406,40,Male,Belt,Accessories,53,Minnesota,L,White,Summer,3.5,No,2-Day Shipping,No,No,20,Venmo,Monthly
2407,44,Female,Jewelry,Accessories,60,Arizona,S,Pink,Winter,3.7,Yes,2-Day Shipping,No,No,13,Debit Card,Quarterly
2408,34,Male,Dress,Clothing,78,Kentucky,M,Red,Summer,4.8,Yes,Free Shipping,No,No,22,PayPal,Bi-Weekly
2409,58,Male,Gloves,Accessories,79,West Virginia,M,Black,Summer,3.2,Yes,Store Pickup,Yes,Yes,40,Debit Card,Weekly
2410,34,Female,Shorts,Clothing,45,Oregon,L,Cyan,Spring,3.9,No,2-Day Shipping,No,No,7,Debit Card,Quarterly
2411,66,Female,T-shirt,Clothing,69,Arkansas,L,Purple,Summer,3.0,No,Standard,No,No,31,Venmo,Quarterly
2412,39,Female,Hat,Accessories,79,Maine,XL,Yellow,Fall,4.3,No,Standard,No,No,7,Debit Card,Quarterly
2413,44,Male,Scarf,Accessories,76,Utah,L,Violet,Spring,4.4,No,Express,Yes,Yes,15,Venmo,Quarterly
2414,55,Male,Jacket,Outerwear,71,Florida,M,Peach,Summer,3.1,No,Standard,No,No,10,Venmo,Monthly
2415,44,Male,Sunglasses,Accessories,62,Pennsylvania,M,Blue,Fall,3.3,Yes,Next Day Air,Yes,Yes,15,Debit Card,Every 3 Months
2416,40,Male,Sneakers,Footwear,44,Kentucky,S,Yellow,Winter,4.1,Yes,Store Pickup,No,No,30,Debit Card,Monthly
2417,44,Male,Shirt,Clothing,51,Mississippi,M,Gray,Fall,3.5,No,Store Pickup,No,No,16,Venmo,Quarterly
2418,57,Male,Belt,Accessories,39,Utah,S,Black,Fall,4.6,Yes,Free Shipping,Yes,Yes,9,Credit Card,Every 3 Months
2419,34,Male,Jacket,Outerwear,86,North Dakota,M,Silver,Fall,,No,2-Day Shipping,Yes,Yes,10,Bank Transfer,Annually
2420,42,Female,Shorts,Clothing,54,Iowa,L,Charcoal,Summer,4.3,No,Free Shipping,No,No,16,Bank Transfer,Quarterly
2421,44,Male,Boots,Footwear,59,Alabama,L,Gray,Summer,5.0,No,Standard,No,No,6,Debit Card,Annually
2422,57,Male,Scarf,Accessories,47,Idaho,M,Pink,Fall,4.0,No,Standard,No,No,3,Bank Transfer,Every 3 Months
2423,43,Female,Socks,Clothing,35,Massachusetts,M,Yellow,Spring,3.3,No,Standard,Yes,Yes,10,Venmo,Every 3 Months
2424,70,Male,Hat,Accessories,68,Connecticut,M,Violet,Winter,3.3,No,Free Shipping,No,No,9,Cash,Annually
2425,42,Female,T-shirt,Clothing,66,Vermont,M,Charcoal,Summer,3.6,No,2-Day Shipping,No,No,21,Cash,Quarterly
2426,40,Female,Socks,Clothing,79,Arizona,M,Charcoal,Winter,4.1,Yes,Next Day Air,No,No,5,Debit Card,Every 3 Months
2427,41,Male,Shirt,Clothing,30,Nevada,M,Teal,Spring,2.8,No,Store Pickup,No,No,20,Credit Card,Bi-Weekly
2428,24,Female,Jeans,Clothing,85,Wisconsin,M,Gray,Summer,3.5,Yes,Free Shipping,No,No,12,Debit Card,Every 3 Months
2429,28,Female,T-shirt,Clothing,62,Kentucky,XL,Black,Summer,3.8,Yes,Next Day Air,No,No,10,Cash,Every 3 Months
2430,36,Female,Sandals,Footwear,72,Nebraska,M,Orange,Summer,4.6,No,Free Shipping,No,No,2,Debit Card,Every 3 Months
2431,61,Female,Hoodie,Clothing,22,Arkansas,M,Pink,Fall,4.8,Yes,Standard,No,No,24,Cash,Fortnightly
2432,44,Female,Sandals,Footwear,73,Oregon,S,Yellow,Fall,3.6,Yes,Next Day Air,No,No,3,PayPal,Annually
2433,37,Female,Belt,Accessories,56,Wisconsin,M,Maroon,Winter,3.1,No,2-Day Shipping,No,No,13,Venmo,Quarterly
2434,62,Male,Pants,Clothing,54,Rhode Island,M,Silver,Winter,3.8,No,Next Day Air,Yes,Yes,11,Cash,Every 3 Months
2435,67,Female,Dress,Clothing,56,Delaware,XL,Olive,Spring,3.8,No,Store Pickup,No,No,7,Credit Card,Every 3 Months
2436,63,Female,Coat,Outerwear,58,Louisiana,M,White,Winter,4.3,No,Next Day Air,No,No,11,Credit Card,Every 3 Months
2437,31,Female,Backpack,Accessories,34,Oregon,M,Maroon,Summer,3.5,No,Express,No,No,12,Debit Card,Annually
2438,37,Female,Coat,Outerwear,48,South Carolina,XL,Pink,Summer,3.0,No,Next Day Air,No,No,20,Venmo,Monthly
2439,70,Male,Shorts,Clothing,58,Massachusetts,M,Yellow,Spring,3.7,No,Store Pickup,No,No,14,Credit Card,Quarterly
2440,48,Female,Sunglasses,Accessories,78,Wisconsin,M,Turquoise,Fall,3.5,No,2-Day Shipping,No,No,29,Bank Transfer,Bi-Weekly
2441,40,Female,Sandals,Footwear,78,Hawaii,L,Lavender,Winter,3.4,No,Standard,Yes,Yes,20,Venmo,Monthly
2442,55,Male,Jacket,Outerwear,72,Pennsylvania,M,Maroon,Summer,3.1,No,Free Shipping,No,No,8,PayPal,Monthly
2443,59,Male,Hoodie,Clothing,56,Missouri,XL,Orange,Winter,2.9,Yes,Standard,Yes,Yes,15,PayPal,Annually
2444,35,Male,Coat,Outerwear,100,Oklahoma,S,Brown,Spring,4.0,Yes,Express,Yes,Yes,4,Venmo,Annually
2445,47,Male,T-shirt,Clothing,69,New Jersey,L,Cyan,Winter,3.9,No,Free Shipping,No,No,11,Debit Card,Quarterly
2446,58,Female,Shoes,Footwear,70,Michigan,M,Purple,Summer,3.2,No,Store Pickup,Yes,Yes,12,PayPal,Quarterly
2447,27,Male,Hat,Accessories,42,South Dakota,L,Black,Summer,4.2,Yes,Free Shipping,No,No,3,Bank Transfer,Annually
2448,44,Male,Handbag,Accessories,61,Texas,L,Peach,Spring,2.6,No,2-Day Shipping,No,No,8,PayPal,Every 3 Months
2449,27,Female,Dress,Clothing,38,South Dakota,L,Maroon,Winter,3.5,No,Standard,No,No,24,Cash,Quarterly
2450,29,Female,Sandals,Footwear,93,California,L,Maroon,Fall,3.8,No,Standard,Yes,Yes,22,PayPal,Fortnightly
2451,36,Female,Pants,Clothing,45,Michigan,L,Turquoise,Winter,4.4,No,Express,Yes,Yes,10,Bank Transfer,Monthly
2452,51,Female,Handbag,Accessories,47,Pennsylvania,S,Gold,Summer,3.4,No,2-Day Shipping,No,No,34,Cash,Fortnightly
2453,39,Female,Hat,Accessories,47,Utah,S,Silver,Spring,4.4,No,Free Shipping,No,No,23,Debit Card,Fortnightly
2454,34,Female,Jewelry,Accessories,51,Maine,M,Silver,Fall,3.4,No,2-Day Shipping,No,No,20,Venmo,Monthly
2455,45,Female,Sunglasses,Accessories,68,Pennsylvania,M,Yellow,Spring,4.2,No,Store Pickup,No,No,5,Credit Card,Annually
2456,27,Male,Scarf,Accessories,57,New Hampshire,M,Teal,Fall,4.8,No,Standard,No,No,7,Credit Card,Quarterly
2457,50,Female,Sunglasses,Accessories,58,Idaho,L,Maroon,Spring,3.2,No,Free Shipping,No,No,7,Debit Card,Quarterly
2458,61,Male,Sunglasses,Accessories,69,Vermont,L,Indigo,Spring,3.8,No,Store Pickup,Yes,Yes,2,Bank Transfer,Annually
2459,43,Male,Gloves,Accessories,39,Minnesota,XL,Silver,Fall,4.1,Yes,Standard,Yes,Yes,15,Credit Card,Monthly
2460,41,Male,Jewelry,Accessories,75,New Mexico,M,White,Fall,3.0,Yes,Standard,No,No,5,Cash,Monthly
2461,50,Female,Sneakers,Footwear,62,Iowa,L,Gray,Spring,3.9,No,Standard,No,No,23,Credit Card,Fortnightly
2462,18,Female,Handbag,Accessories,46,Alaska,L,Indigo,Spring,3.4,No,Free Shipping,No,No,17,Credit Card,Fortnightly
2463,52,Male,Shirt,Clothing,60,Minnesota,XL,Maroon,Winter,3.2,No,Express,No,No,23,Credit Card,Monthly
2464,70,Female,Jewelry,Accessories,59,Oregon,L,Blue,Spring,3.5,No,Store Pickup,Yes,Yes,8,Cash,Quarterly
2465,42,Male,Pants,Clothing,20,Kentucky,M,Gray,Spring,3.4,No,Express,No,No,19,PayPal,Quarterly
2466,42,Female,Sweater,Clothing,80,Washington,S,Charcoal,Winter,4.2,No,Next Day Air,Yes,Yes,28,Debit Card,Bi-Weekly
2467,55,Female,Boots,Footwear,79,Pennsylvania,XL,Silver,Fall,3.6,No,Free Shipping,Yes,Yes,12,Credit Card,Every 3 Months
2468,69,Female,Sweater,Clothing,37,North Carolina,L,Maroon,Spring,5.0,No,Store Pickup,Yes,Yes,17,Debit Card,Monthly
2469,59,Female,Backpack,Accessories,45,South Dakota,L,Peach,Winter,3.4,No,Free Shipping,Yes,Yes,17,Credit Card,Bi-Weekly
2470,18,Male,Coat,Outerwear,90,Utah,L,Black,Summer,3.9,No,Standard,No,No,23,Cash,Quarterly
2471,52,Male,T-shirt,Clothing,75,Oregon,L,Orange,Fall,3.6,Yes,Express,No,No,13,PayPal,Every 3 Months
2472,70,Female,Pants,Clothing,64,Tennessee,L,Purple,Fall,2.9,No,Standard,Yes,Yes,10,Credit Card,Every 3 Months
2473,53,Female,T-shirt,Clothing,65,Oklahoma,XL,Purple,Summer,4.7,No,Standard,No,No,4,Credit Card,Annually
2474,27,Male,Socks,Clothing,64,Utah,XL,Silver,Summer,3.8,No,Free Shipping,No,No,8,Venmo,Annually
2475,48,Male,Belt,Accessories,46,Colorado,M,Blue,Fall,3.3,Yes,Free Shipping,Yes,Yes,2,Cash,Annually
2476,25,Male,Shoes,Footwear,51,Louisiana,S,Olive,Summer,3.9,No,Standard,Yes,Yes,23,Cash,Quarterly
2477,62,Male,Belt,Accessories,73,Vermont,S,Maroon,Spring,4.4,No,2-Day Shipping,No,No,3,Debit Card,Every 3 Months
2478,30,Male,Sweater,Clothing,69,Mississippi,M,Violet,Fall,3.2,No,Next Day Air,Yes,Yes,20,Bank Transfer,Quarterly
2479,45,Male,Backpack,Accessories,62,Alabama,L,Purple,Fall,3.8,No,Express,No,No,30,Venmo,Monthly
2480,31,Female,Socks,Clothing,48,Texas,L,White,Fall,4.3,No,Free Shipping,No,No,28,Cash,Monthly
2481,36,Male,Scarf,Accessories,73,North Carolina,M,Beige,Fall,3.8,No,Next Day Air,No,No,10,Debit Card,Quarterly
2482,66,Male,Gloves,Accessories,42,Virginia,M,Magenta,Fall,4.1,No,Express,No,No,5,Credit Card,Quarterly
2483,46,Male,Dress,Clothing,82,Alabama,M,Purple,Winter,3.5,No,Express,Yes,Yes,21,Venmo,Fortnightly
2484,36,Male,Sneakers,Footwear,48,Delaware,L,Blue,Winter,2.7,No,Express,No,No,5,Bank Transfer,Every 3 Months
2485,27,Female,Sneakers,Footwear,46,Montana,L,Pink,Winter,3.5,No,Express,Yes,Yes,6,Bank Transfer,Every 3 Months
2486,18,Male,Sweater,Clothing,58,Georgia,S,Cyan,Spring,3.4,No,2-Day Shipping,No,No,20,Credit Card,Bi-Weekly
2487,25,Female,Gloves,Accessories,60,Nebraska,M,Black,Spring,3.7,No,Store Pickup,No,No,19,Venmo,Quarterly
2488,46,Female,Backpack,Accessories,59,Louisiana,M,Pink,Summer,3.4,No,Standard,Yes,Yes,33,Credit Card,Bi-Weekly
2489,59,Male,Shorts,Clothing,37,Hawaii,M,Lavender,Fall,3.8,No,Free Shipping,No,No,8,PayPal,Every 3 Months
2490,36,Female,Socks,Clothing,65,Rhode Island,L,Lavender,Spring,3.5,No,Standard,Yes,Yes,12,Venmo,Every 3 Months
2491,68,Female,Sunglasses,Accessories,73,Alaska,XL,Green,Spring,4.2,No,Store Pickup,Yes,Yes,10,Cash,Quarterly
2492,33,Male,Jacket,Outerwear,67,Utah,S,Purple,Spring,4.0,No,Free Shipping,No,No,5,Credit Card,Annually
2493,40,Male,Scarf,Accessories,32,Delaware,M,Peach,Fall,,No,Express,Yes,Yes,11,Debit Card,Annually
2494,28,Female,Hat,Accessories,54,New Jersey,M,Pink,Winter,4.5,No,Store Pickup,Yes,Yes,10,Cash,Annually
2495,59,Female,Handbag,Accessories,39,Wyoming,M,Silver,Summer,3.3,No,Standard,Yes,Yes,7,Credit Card,Monthly
2496,70,Male,Skirt,Clothing,33,Colorado,M,Peach,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,17,Cash,Monthly
2497,18,Female,Pants,Clothing,49,Washington,S,Black,Spring,4.3,No,Free Shipping,No,No,4,PayPal,Monthly
2498,39,Male,Socks,Clothing,90,Kansas,S,Brown,Spring,3.3,Yes,Next Day Air,No,No,8,Venmo,Every 3 Months
2499,63,Female,Sneakers,Footwear,59,Pennsylvania,L,Yellow,Fall,3.7,No,Next Day Air,No,No,16,Bank Transfer,Monthly
2500,22,Male,Sandals,Footwear,62,Texas,S,Gray,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,38,Debit Card,Weekly
2501,53,Male,Coat,Outerwear,85,Idaho,L,Lavender,Spring,3.4,Yes,Store Pickup,No,No,10,Debit Card,Every 3 Months
2502,62,Female,Sweater,Clothing,68,Louisiana,M,Indigo,Spring,3.6,No,2-Day Shipping,No,No,3,Venmo,Every 3 Months
2503,45,Female,Jewelry,Accessories,40,Utah,M,Yellow,Winter,3.5,Yes,Express,No,No,21,Cash,Quarterly
2504,52,Female,Belt,Accessories,87,Colorado,S,Teal,Fall,3.4,No,Store Pickup,Yes,Yes,9,Bank Transfer,Every 3 Months
2505,70,Male,Jeans,Clothing,61,Colorado,S,Maroon,Winter,3.7,No,Next Day Air,No,No,22,Credit Card,Monthly
2506,70,Male,Sweater,Clothing,79,Kansas,M,Purple,Summer,4.3,Yes,Store Pickup,Yes,Yes,29,Venmo,Monthly
2507,43,Female,Sandals,Footwear,50,New Mexico,L,Olive,Winter,3.1,No,Next Day Air,No,No,5,Credit Card,Annually
2508,36,Female,Scarf,Accessories,26,South Dakota,XL,Pink,Winter,2.2,No,Standard,No,No,11,Credit Card,Annually
2509,30,Male,Hat,Accessories,55,New Hampshire,S,White,Summer,4.5,No,Standard,No,No,29,Cash,Bi-Weekly
2510,59,Female,Shirt,Clothing,40,Missouri,S,Pink,Spring,3.3,No,Express,No,No,9,Venmo,Annually
2511,23,Male,Scarf,Accessories,76,Utah,S,Blue,Winter,3.4,No,2-Day Shipping,Yes,Yes,16,Cash,Fortnightly
2512,40,Male,Jeans,Clothing,41,Florida,L,Maroon,Summer,3.4,Yes,Next Day Air,Yes,Yes,16,Bank Transfer,Monthly
2513,46,Male,Hoodie,Clothing,58,Virginia,M,Teal,Summer,2.9,No,Standard,No,No,13,Cash,Monthly
2514,36,Male,Handbag,Accessories,67,Kansas,M,Beige,Winter,3.5,No,Free Shipping,Yes,Yes,11,Cash,Quarterly
2515,48,Male,Jeans,Clothing,65,Indiana,L,Green,Summer,3.5,No,2-Day Shipping,Yes,Yes,10,Debit Card,Quarterly
2516,70,Female,Jacket,Outerwear,60,West Virginia,L,Cyan,Winter,3.9,No,2-Day Shipping,No,No,11,Debit Card,Quarterly
2517,42,Male,Belt,Accessories,29,North Carolina,L,Red,Spring,3.4,No,Standard,No,No,10,Cash,Every 3 Months
2518,37,Male,Shorts,Clothing,34,Michigan,S,Brown,Summer,2.2,No,Express,No,No,11,Cash,Quarterly
2519,59,Male,Blouse,Clothing,46,Kentucky,M,Peach,Summer,2.9,No,Express,Yes,Yes,13,PayPal,Quarterly
2520,48,Male,Hat,Accessories,40,Minnesota,M,Black,Summer,4.4,Yes,2-Day Shipping,No,No,19,PayPal,Quarterly
2521,66,Male,Jeans,Clothing,57,South Carolina,L,White,Spring,3.2,No,Next Day Air,No,No,3,PayPal,Annually
2522,46,Female,Shirt,Clothing,46,Delaware,L,Gray,Winter,4.0,No,Standard,No,No,25,Venmo,Bi-Weekly
2523,40,Male,Socks,Clothing,43,Florida,S,Lavender,Fall,3.3,Yes,Store Pickup,Yes,Yes,19,Cash,Fortnightly
2524,18,Female,Socks,Clothing,35,Kansas,XL,Silver,Fall,4.2,No,Express,Yes,Yes,4,Cash,Annually
2525,20,Female,Jewelry,Accessories,38,Missouri,M,Indigo,Fall,3.8,Yes,Standard,Yes,Yes,10,Debit Card,Every 3 Months
